time,temperature,humidity,biomass,substrate,product
0,25.70960660545075,0.45117222231262794,0.0,99.26874832126458,1.8677989081504274
1,28.847829656322393,0.6187843773054627,0.004868576401015534,98.79084850727743,3.062762765039401
2,25.24196374790577,0.4569300466869237,0.01041520054589485,94.63062115119973,2.7386548812460285
3,27.522265494131073,0.5707859852643673,0.014204961852833646,95.05902199204883,5.849266174428728
4,30.611574260744916,0.6032109198631622,0.020163405017928994,91.66532583679994,7.542899272997331
5,33.132999874129574,0.6047412609275393,0.023470280493765684,90.50334995896534,8.319601249051694
6,31.060331193642387,0.6574744072312865,0.02652552459757459,87.87023002453888,10.044322676291088
7,30.135221271280813,0.532939951233412,0.031602432293016985,84.76467059008746,11.925826921721903
8,28.96081749778662,0.5799891756864978,0.03539399211885122,81.13516228258962,14.881823018795982
9,32.41118408318358,0.4442605382794479,0.039262052754769246,84.87913270003385,16.551774449040632
10,30.83411856468407,0.569374169410402,0.04888617490577861,80.44299437557225,16.364598690908544
11,25.18039930855627,0.49892939736694153,0.0498201727109674,82.48834935296097,21.16316204837929
12,28.031291796647384,0.6369480701132814,0.05289197600605981,80.76942688284733,20.886534839801637
13,23.80287195058925,0.6433052404945283,0.051999744257514975,79.77063129762206,23.520903912165465
14,22.7591773944687,0.6982899983621094,0.05499016912620322,73.46441892344863,24.019950041340177
15,25.66666983137217,0.65364817208546,0.06188338555825238,74.03068266585942,26.049314684215513
16,23.830183512053484,0.6487848855041851,0.06442482173194466,73.31755892455976,26.423951990553146
17,23.055964937845324,0.599397737984616,0.06531079992140301,69.17754131444917,28.294378091964024
18,22.081407750662887,0.6162415060605759,0.06155554724260762,71.05157675952326,28.823108760792028
19,22.533396559791605,0.5686032684791992,0.06445325815850435,71.45107519515898,30.033967482609796
20,20.770040660793423,0.5539596455846554,0.06661058963198975,66.08464905508686,31.746859527315845
21,22.58103051184682,0.568109871221487,0.0688297192833679,67.27813055298157,32.7610582858294
22,21.96357332892804,0.6019000643470717,0.0711492017586196,62.69280740996414,33.822554804407346
23,24.712392940234576,0.5459965864353541,0.0681486277922088,61.503466744460255,35.40994173248108
24,25.8980814077758,0.6022281132190386,0.07453738144079522,62.039537950870596,37.41770424012033
25,28.53697389504736,0.628682281346589,0.075456194627626,59.55182539858615,37.641025133096385
26,31.649181645747866,0.6447159620415369,0.07535726360367054,59.30398265488139,38.41994811008427
27,29.76879655331434,0.6780467291184608,0.06903888554765172,58.36269980606194,38.65747486146988
28,31.064847512726953,0.6363772421058701,0.07078836063168316,59.37345697779222,40.60276446964854
29,28.196826356885563,0.5957727173373017,0.0742441990269207,57.44805440804782,41.60565931963005
30,29.242907976397827,0.5825577065649498,0.07290081729386406,54.263350696975884,41.05542743898367
31,31.991194795083587,0.6092269180230296,0.07505385717406111,55.591375209545916,42.639291632195224
32,27.407878637740627,0.5640401663281819,0.07466225840370218,51.84021522688409,43.90738484353355
33,29.30807578245797,0.6535533492298925,0.07575733435841635,53.71605893017881,45.51156964717149
34,27.30329193470507,0.5887410048859311,0.07551134378536214,52.36485733525317,46.21817672340791
35,23.21306114409188,0.6667664673313836,0.07470186332979056,52.80346226857012,45.234270115585836
36,24.53767510540842,0.7037569044117282,0.06818910597679233,47.14617099415931,48.86545154288374
37,24.883531361618658,0.6932455084913831,0.08146871623377498,50.1523545332493,48.06346891846041
38,22.270399131606933,0.6384755344789629,0.07899126314410343,45.95745883997406,48.85838826452527
39,22.94246271023764,0.7993832204983757,0.08119871038373083,47.60062485794329,52.6184118825618
40,20.192357256300035,0.7263455483898951,0.07768307437857118,47.00949193678273,48.79912732808346
41,19.373255218981054,0.7373414969805857,0.07575941188819045,43.53243141039191,49.76256117211711
42,18.820233059678642,0.7491979589433366,0.07901406470525323,45.32268622177685,51.81182070618598
43,18.310562487596847,0.6083117689011089,0.08353205510027306,40.57191814058965,54.2003743407778
44,19.84946610007727,0.6488604151176213,0.08769250797758824,37.81956245169305,54.15196461122227
45,20.07698420335148,0.6429155892682908,0.08822936162772113,39.7210132344824,53.60882402569767
46,19.820420687730568,0.5839259011786293,0.09449912279268727,37.90266020412265,54.19719785472255
47,21.01879019937273,0.717944382294617,0.08556732004493094,42.95462820794235,55.03222020028245
48,22.622021096128986,0.76007241785653,0.09759009402662347,36.01867368153273,56.38266861978773
49,25.05787621224026,0.6393996191287343,0.09078877085911634,37.88523524841711,56.54038062345741
50,25.75475723429709,0.743021367039148,0.09180946443061476,37.864085391897724,57.232374542441946
51,26.278930303189295,0.8139021710403671,0.09463157405127931,34.83425095525769,58.138888255843035
52,26.619132736243795,0.7649039186002143,0.09121508623436851,34.93633454690919,58.64369618775711
53,26.445092283272245,0.6780459225176517,0.09616955667736847,34.74959158854851,59.59789504811412
54,28.157172360653604,0.6623288557563365,0.09434833706925329,33.52651189880895,58.17845868365844
55,27.414208712325827,0.6207721712291245,0.09879526174738605,32.15739255452501,60.54874913560704
56,26.741771931676155,0.6385153888535321,0.10405590927976954,32.26960461139447,61.18406218346633
57,27.255168132301552,0.6892924352516293,0.10303360161845487,33.48146475318416,59.90075064608754
58,25.041698969456704,0.5643382291872637,0.10024173346077346,32.276210377886905,62.62710378744078
59,25.818986739576584,0.5750301670018374,0.10311717564661071,30.980499658142705,61.38331829208095
60,21.428868790310343,0.7679762291715153,0.1083458500955783,32.69730708380992,62.6662184053288
61,23.10222287707689,0.6976188470319635,0.1057190741568814,28.003267078453785,63.02928065927959
62,20.350344868330616,0.632191815249217,0.10257222280136932,31.812994563443244,62.16799892456632
63,21.98229967126623,0.8545124510070319,0.1115608625672159,27.392528838283404,63.09641814964609
64,18.50359656566334,0.777618126526023,0.10111563524847471,27.44052855433544,64.67253031775215
65,18.486529125988774,0.7758900482878637,0.10857456046127448,31.781831004422497,62.69221233324394
66,17.72589888751578,0.6899313083031493,0.09200264688768439,29.236663982926785,63.190646024515026
67,20.25531836995052,0.6766123339445942,0.1005704105929661,28.734814895596443,63.77855901395439
68,20.495722067158365,0.6162040659241143,0.10142651724167664,23.980184312612483,65.83321158316909
69,22.476996996943964,0.6231435143194479,0.10878883544008659,25.701623713186216,66.24316940178267
70,20.94310453646034,0.6150118282760644,0.09366667580805482,26.74307004009382,63.78370004597449
71,21.651054675416177,0.6936847278953411,0.09938328674369958,29.42619064928716,67.89471021994258
72,25.880956697502565,0.7877415593412066,0.09303542788376491,23.10598115497277,66.42842339583335
73,27.170828569466114,0.7919685992865474,0.10041293860484081,24.95457359507529,68.36915996949965
74,28.38316429900162,0.821425478123689,0.09682143635354548,22.219211519801387,67.06001006605402
75,29.558057953594126,0.7732984858564361,0.09608013812609378,20.111016861712372,67.0183911926582
76,31.150486249816343,0.7339070021838068,0.09620872640637254,21.236788981504926,68.09287769064895
77,31.332759796591017,0.7067024784247626,0.09826746831102837,25.57072754434402,66.55647188098689
78,30.273070822588586,0.6845879693052445,0.09643423743725858,21.40926548532949,69.52951082472171
79,31.524785354630232,0.6465441200559872,0.09101062710937906,23.56508057316813,68.25299183063878
80,31.5244139297064,0.6720420919007708,0.08811294678935615,20.598704042370716,68.74151089153538
81,28.10050148088294,0.537720584349554,0.08980253239223882,18.97612699052736,69.88946234862681
82,28.218419908511994,0.6693650644873654,0.09222115967320733,21.047299400802707,68.69820099417892
83,28.328287313515894,0.6634943492783031,0.08543473106249697,19.555243855061047,69.75248179409755
84,29.810401497684246,0.6342131134332692,0.08615877666680782,18.920637772786137,70.82832491339981
85,26.36743121166112,0.7512755675134949,0.09512897720591157,22.26179512805906,68.5591334851654
86,25.797871670920493,0.7971710266014531,0.08854160757875965,18.326648084530223,70.7515823440287
87,21.250878223177303,0.71513717541663,0.09454875751580463,20.271078474867295,74.3880423364965
88,22.753709995201433,0.8851897515521207,0.09114470725873537,17.85728922243528,70.71748946512196
89,23.01378849263594,0.7084749998187733,0.08806118232561198,16.908925273608364,72.36567385503115
90,20.781856265306594,0.6546455665351335,0.09340063334499903,18.943991137783012,70.1217090149876
91,22.936949719364247,0.7176736435827882,0.1002423621977664,12.275498404613854,70.79682563192684
92,21.7337944652581,0.6966249266607834,0.09261772155618762,12.231150563498385,70.09234202199778
93,26.031827709294873,0.6732126529834144,0.08943441188762698,18.6310329889111,71.54329640698073
94,23.478125222364827,0.6665112629619812,0.09758110457857376,15.562790645938488,72.55841849094521
95,24.990529213270136,0.5924219057700112,0.09645264314966619,12.570039577602614,72.27333533995952
96,28.41660888654692,0.7130973255510602,0.09881528999242258,14.248795216643217,71.6672238032901
97,29.12273992831612,0.7524487511295654,0.09784029993062793,13.1096457383534,71.80057821316372
98,29.004440427568923,0.7007600644523123,0.10621550259515164,16.148269467477352,74.72740608278811
99,29.161482019377548,0.8305368152406554,0.09950158571294922,11.992924750567731,72.10991003108136
100,31.53357665538383,0.7275149241156325,0.10786570353217166,18.131093078244444,73.41140623257694
101,31.250608556093553,0.7196030519585823,0.10507642740276364,14.060410585812665,75.41303496847087
102,31.85935970689841,0.6709721920735776,0.10446187700379013,14.10297096605118,74.02251815660918
103,28.13116013817458,0.6379841996664616,0.11439600397080546,13.481371066831993,73.67394374283404
104,31.613628591394043,0.5544932527773239,0.10515019565727589,14.02026406038885,75.50881853030376
105,29.87900630117669,0.6321929913482526,0.10718187890286605,16.125314799244894,72.90715284372511
106,26.300143990802628,0.6669847346714064,0.10433616397868668,14.741394578380971,74.02540607449126
107,25.99803150761706,0.6160178639634082,0.10935497652582543,13.59174358965778,75.37213957088083
108,23.910948718709957,0.6214827426303017,0.1043460677746552,7.758307990162859,74.7910816135652
109,23.335645577049934,0.7733054935632883,0.11259432326407627,9.944013453672682,74.61044891680058
110,22.233440937510554,0.7174438339139542,0.11264366330742136,10.19838932648011,75.17145779743565
111,19.935178454767886,0.7193799475419846,0.10849714154560185,9.115801195154225,76.83355960594594
112,20.56466203969875,0.7287061725982581,0.10592290094743635,8.566467935521779,75.9660742201654
113,18.947039114008646,0.7703215053089556,0.11112588072908622,13.441322478868177,75.00159688060408
114,19.536800366133438,0.6590828871760969,0.09936812007054921,11.25664707851197,74.18559514359913
115,17.885797458524948,0.5808245155654677,0.11008925986569543,9.10609522699705,75.68508651548943
116,19.264418065520026,0.581134152005496,0.1029474004853706,11.615253299886126,74.31145719484762
117,20.133848497311217,0.6342509550909885,0.09483782108056375,6.948608560273433,75.86476452228479
118,21.340725252008596,0.64714002680099,0.10941213754759498,10.362939652236593,75.56032692836581
119,21.61894857968874,0.6980376068475322,0.10525661106167361,11.24894393810609,75.19955133273582
120,23.01233100986879,0.7480839567147106,0.10415307637624856,10.489088337455591,75.10375378169017
121,24.25475680069419,0.7556208529373377,0.09094728173491666,11.540905597429083,76.71183927094269
122,23.77735723341865,0.7535236032614403,0.09563906243232473,11.800330724983922,76.81557709695124
123,28.443186460430454,0.7890831205138974,0.09499290348177011,8.036178894580784,75.74033313438109
124,27.72424033708095,0.8250008602064924,0.09577108446809934,8.776786249880002,76.21787012005856
125,26.780947634680857,0.8071378641293124,0.09409114411652239,10.08767449298931,76.66542884660937
126,28.47882498543268,0.6067916043426345,0.0894735267859879,9.36935746817306,75.42625779388868
127,27.830642732440037,0.7177969915534058,0.09348142444913117,9.93117858740639,76.41565407277145
128,26.31263069772887,0.7090091055509483,0.09501162002751645,7.851012637689596,74.96867333057965
129,27.191731833058963,0.6689570941024413,0.09351477517945704,5.6731265974371565,76.09788865215364
130,26.12383597840634,0.6109351033064713,0.09443833552646659,7.793243445134898,75.07024937275295
131,25.463867869488872,0.6970623057704927,0.09854599302339664,4.949702327714103,77.50051670987561
132,22.130270453593365,0.7045465249692037,0.09245698390644382,6.023930559873705,78.11427051767235
133,20.841993167376042,0.7443246387163502,0.08799751668420133,8.102172554479132,77.4275999684969
134,22.592364798768344,0.6854163461800784,0.09047285650829119,6.211150169564499,77.53149931701587
